dist1,dist2,dist3,angle
1.3157,1.8034,0.9023,22.0
1.3157,1.8034,0.9023,22.0
1.663,1.6847,0.8121,22.0
1.663,1.6847,0.8121,22.0
1.663,1.6847,0.8121,22.0
2.1072,0.9795,1.0973,0.0
2.1072,0.9795,1.0973,0.0
2.0266,0.9219,1.0475,0.0
2.587,1.4493,1.0132,0.0
2.587,1.4493,1.0132,0.0
2.4843,1.3684,1.3623,0.0
2.4355,1.3311,1.3252,0.0
2.4355,1.3311,1.3252,0.0
2.3184,1.2453,1.2399,0.0
2.264,1.2075,1.2024,0.0
2.264,1.2075,1.2024,0.0
2.1561,1.1368,1.1323,0.0
2.1042,1.1052,1.1011,0.0
2.1042,1.1052,1.1011,0.0
2.0442,1.0708,1.0672,0.0
1.9275,1.5402,1.3663,0.0
1.9275,1.5402,1.3663,0.0
1.9275,1.5402,1.3663,0.0
1.7544,1.41,1.2191,0.0
1.7544,1.41,1.2191,0.0
2.2579,1.3286,1.1251,0.0
2.2579,1.3286,1.1251,0.0
2.2579,1.3286,1.1251,0.0
2.086,1.2274,1.0053,0.0
2.086,1.2274,1.0053,0.0
2.086,1.2274,1.0053,0.0
1.9264,1.6621,0.9105,0.0
1.9264,1.6621,0.9105,0.0
1.8715,1.6225,1.2809,0.0
1.7453,1.5351,1.1693,0.0
1.7453,1.5351,1.1693,0.0
1.7453,1.5351,1.1693,0.0
1.5764,1.4279,1.0262,0.0
1.5764,1.4279,1.0262,0.0
1.5764,1.4279,1.0262,0.0
1.418,1.869,0.9018,22.0
1.418,1.869,0.9018,22.0
1.3668,1.8302,0.8645,22.0
1.8904,1.7214,1.2752,0.0
1.8904,1.7214,1.2752,0.0
1.8904,1.7214,1.2752,0.0
2.4008,1.5806,1.1573,0.0
2.4008,1.5806,1.1573,0.0
2.4008,1.5806,1.1573,0.0
2.239,1.4517,1.0373,0.0
2.239,1.4517,1.0373,0.0
2.239,1.4517,1.0373,0.0
2.0851,1.3373,0.9374,0.0
2.0851,1.3373,0.9374,0.0
2.0851,1.3373,0.9374,0.0
2.59,1.231,1.3131,0.0
2.59,1.231,1.3131,0.0
2.59,1.231,1.3131,0.0
2.4332,1.6018,1.1851,0.0
2.4332,1.6018,1.1851,0.0
2.4332,1.6018,1.1851,0.0
2.2765,1.4752,1.0668,0.0
2.2765,1.4752,1.0668,0.0
2.2765,1.4752,1.0668,0.0
2.1245,1.3597,0.9648,0.0
2.1245,1.3597,0.9648,0.0
2.1245,1.3597,0.9648,0.0
2.2015,1.2499,1.349,0.0
2.2015,1.2499,1.349,0.0
2.2015,1.2499,1.349,0.0
2.0388,1.6428,1.2184,0.0
2.0388,1.6428,1.2184,0.0
1.9749,1.6062,1.1695,0.0
1.8516,2.0237,1.08,22.0
1.8516,2.0237,1.08,22.0
1.8516,2.0237,1.08,22.0
1.7129,1.916,1.5311,22.0
1.7129,1.916,1.5311,22.0
1.7129,1.916,1.5311,22.0
1.8889,1.3165,1.4787,0.0
1.8889,1.3165,1.4787,0.0
1.8889,1.3165,1.4787,0.0
2.0982,1.2048,1.5224,0.0
2.0982,1.2048,1.5224,0.0
2.0982,1.2048,1.5224,0.0
1.9388,1.5456,1.4062,0.0
1.9388,1.5456,1.4062,0.0
1.9388,1.5456,1.4062,0.0
1.7757,1.4426,1.2981,0.0
1.7757,1.4426,1.2981,0.0
1.7757,1.4426,1.2981,0.0
1.6218,1.7825,1.3401,22.0
1.6218,1.7825,1.3401,22.0
1.8835,1.7003,1.2655,0.0
1.8439,1.6583,1.2463,0.0
1.8439,1.6583,1.2463,0.0
1.8439,1.6583,1.2463,0.0
1.6866,1.5544,1.1479,0.0
1.6866,1.5544,1.1479,0.0
1.6866,1.5544,1.1479,0.0
1.9203,1.8668,1.2193,0.0
1.9203,1.8668,1.2193,0.0
1.9203,1.8668,1.2193,0.0
1.7561,1.7619,1.0978,22.0
1.7561,1.7619,1.0978,22.0
1.6961,1.7261,1.0566,22.0
2.0128,1.6204,1.2447,0.0
2.0128,1.6204,1.2447,0.0
2.0128,1.6204,1.2447,0.0
2.638,1.4956,1.1475,0.0
2.638,1.4956,1.1475,0.0
2.638,1.4956,1.1475,0.0
2.487,1.4021,1.054,0.0
2.487,1.4021,1.054,0.0
2.487,1.4021,1.054,0.0
2.7552,1.6532,1.2033,0.0
2.7552,1.6532,1.2033,0.0
2.7552,1.6532,1.2033,0.0
2.5989,1.554,1.0927,0.0
2.5989,1.554,1.0927,0.0
2.5989,1.554,1.0927,0.0
2.4355,1.8203,0.9909,0.0
2.4355,1.8203,0.9909,0.0
2.4355,1.8203,0.9909,0.0
2.273,1.7106,1.1574,0.0
2.273,1.7106,1.1574,0.0
2.273,1.7106,1.1574,0.0
2.1135,1.6119,1.0382,0.0
2.1135,1.6119,1.0382,0.0
2.0052,1.5511,0.9645,0.0
1.9534,1.6028,0.9318,0.0
1.9534,1.6028,0.9318,0.0
1.8381,1.5058,0.8664,0.0
1.7889,1.4653,1.504,0.0
1.7889,1.4653,1.504,0.0
1.7889,1.4653,1.504,0.0
1.684,1.381,1.4375,0.0
1.5757,1.2974,1.3742,0.0
1.5757,1.2974,1.3742,0.0
1.5148,1.2522,1.3413,0.0
1.4014,1.1723,1.9348,-22.0
1.4014,1.1723,1.9348,-22.0
1.4014,1.1723,1.9348,-22.0
1.727,1.2629,1.8272,-22.0
1.727,1.2629,1.8272,-22.0
1.632,1.1881,1.7523,-22.0
1.5909,1.1586,1.7167,-22.0
1.5909,1.1586,1.7167,-22.0
1.5909,1.1586,1.7167,-22.0
2.0736,1.5055,1.0464,0.0
2.0736,1.5055,1.0464,0.0
2.0736,1.5055,1.0464,0.0
2.5687,1.3972,0.954,0.0
2.5687,1.3972,0.954,0.0
2.516,1.3562,1.4506,0.0
2.4076,1.2752,1.3628,0.0
2.4076,1.2752,1.3628,0.0
2.4076,1.2752,1.3628,0.0
2.2473,1.1648,1.2401,0.0
2.2473,1.1648,1.2401,0.0
2.2473,1.1648,1.2401,0.0
2.0891,1.5017,1.13,0.0
2.0891,1.5017,1.13,0.0
2.0891,1.5017,1.13,0.0
2.4935,1.415,1.0686,0.0
2.4359,1.3669,1.037,0.0
2.4359,1.3669,1.037,0.0
2.3371,1.2867,1.4854,0.0
2.2773,1.2396,1.4384,0.0
2.2773,1.2396,1.4384,0.0
2.2198,1.1957,1.3942,0.0
2.0991,1.1083,1.3055,0.0
2.0991,1.1083,1.3055,0.0
2.0991,1.1083,1.3055,0.0
1.9435,1.0078,1.201,0.0
1.9435,1.0078,1.201,0.0
1.9435,1.0078,1.201,0.0
2.0721,1.3319,1.6287,0.0
2.0721,1.3319,1.6287,0.0
2.0721,1.3319,1.6287,0.0
1.9134,1.2022,1.5086,0.0
1.9134,1.2022,1.5086,0.0
1.9134,1.2022,1.5086,0.0
1.7468,1.075,1.3912,0.0
1.7468,1.075,1.3912,0.0
1.6384,0.9991,1.3209,0.0
1.5867,0.9654,1.2894,0.0
1.5867,0.9654,1.2894,0.0
1.4793,0.9011,1.2285,0.0
1.42,1.3405,1.2148,0.0
1.42,1.3405,1.2148,0.0
1.3181,1.2785,1.132,0.0
1.2606,1.7205,1.0868,22.0
1.2606,1.7205,1.0868,22.0
1.4769,1.6477,1.0241,22.0
1.4286,1.1416,1.0072,0.0
1.4286,1.1416,1.0072,0.0
1.4286,1.1416,1.0072,0.0
1.2814,1.4856,1.0134,22.0
1.2814,1.4856,1.0134,22.0
1.2814,1.4856,1.0134,22.0
1.5094,1.3618,0.9276,0.0
1.5094,1.3618,0.9276,0.0
1.5094,1.3618,0.9276,0.0
1.3577,1.2377,1.024,0.0
1.3577,1.2377,1.024,0.0
1.3577,1.2377,1.024,0.0
1.5976,1.1353,0.893,0.0
1.5976,1.1353,0.893,0.0
1.5976,1.1353,0.893,0.0
1.4868,2.7849,0.8186,22.0
1.4314,2.7332,0.7847,22.0
1.4314,2.7332,0.7847,22.0
1.2782,3.1451,0.9166,22.0
1.2782,3.1451,0.9166,22.0
1.6621,3.015,0.8919,22.0
1.8826,1.4966,1.1681,0.0
1.8826,1.4966,1.1681,0.0
1.8826,1.4966,1.1681,0.0
1.7255,2.071,1.0763,22.0
1.7255,2.071,1.0763,22.0
1.7255,2.071,1.0763,22.0
1.5742,1.2701,1.3437,0.0
1.5742,1.2701,1.3437,0.0
1.5742,1.2701,1.3437,0.0
1.8723,1.8227,1.2577,0.0
1.8723,1.8227,1.2577,0.0
1.817,1.7884,1.228,0.0
1.7003,1.7195,1.2775,22.0
1.7003,1.7195,1.2775,22.0
1.7003,1.7195,1.2775,22.0
1.5375,1.5943,1.1566,22.0
1.5375,1.5943,1.1566,22.0
1.5375,1.5943,1.1566,22.0
1.9116,1.4263,1.384,0.0
1.9116,1.4263,1.384,0.0
1.9116,1.4263,1.384,0.0
1.7496,1.2935,1.2541,0.0
1.7496,1.2935,1.2541,0.0
1.7496,1.2935,1.2541,0.0
2.1948,1.1955,1.1357,0.0
2.1948,1.1955,1.1357,0.0
2.1948,1.1955,1.1357,0.0
2.0279,1.6621,1.026,0.0
2.0279,1.6621,1.026,0.0
2.0279,1.6621,1.026,0.0
1.8686,1.5508,1.2984,0.0
1.8686,1.5508,1.2984,0.0
1.8686,1.5508,1.2984,0.0
1.7665,1.4843,1.2079,0.0
1.6595,1.4196,1.1156,0.0
1.6595,1.4196,1.1156,0.0
1.5516,2.4097,1.0257,22.0
1.5032,2.376,0.9867,22.0
1.5032,2.376,0.9867,22.0
2.0271,1.7547,0.9282,0.0
1.9759,1.7143,0.9058,0.0
1.9759,1.7143,0.9058,0.0
1.869,2.1497,1.269,22.0
1.7627,2.0704,1.1763,22.0
1.7627,2.0704,1.1763,22.0
1.7627,2.0704,1.1763,22.0
1.8099,1.9154,1.0726,22.0
1.8099,1.9154,1.0726,22.0
1.752,1.4431,1.0439,0.0
1.8969,1.3526,1.467,0.0
1.8969,1.3526,1.467,0.0
1.8969,1.3526,1.467,0.0
1.7385,1.5928,1.3653,0.0
1.7385,1.5928,1.3653,0.0
1.7385,1.5928,1.3653,0.0
1.5853,1.4642,1.351,0.0
1.5853,1.4642,1.351,0.0
1.5853,1.4642,1.351,0.0
2.1233,1.3381,1.224,0.0
2.1233,1.3381,1.224,0.0
2.1233,1.3381,1.224,0.0
2.2981,1.2279,1.1139,0.0
2.2462,1.1951,1.0814,0.0
2.2462,1.1951,1.0814,0.0
2.1869,1.1594,1.0463,0.0
2.0636,1.5446,1.075,0.0
2.0636,1.5446,1.075,0.0
2.0636,1.5446,1.075,0.0
1.9047,1.4482,0.9447,0.0
1.9047,1.4482,0.9447,0.0
1.9047,1.4482,0.9447,0.0
1.736,1.8028,0.8192,22.0
1.736,1.8028,0.8192,22.0
1.736,1.8028,0.8192,22.0
