dist1,dist2,dist3,angle
1.9269,1.6813,1.3219,0.0
1.9269,1.6813,1.3219,0.0
1.9269,1.6813,1.3219,0.0
1.7685,1.5718,1.2175,0.0
1.7685,1.5718,1.2175,0.0
1.7685,1.5718,1.2175,0.0
1.7075,1.5335,1.1802,0.0
1.762,2.5709,1.2857,22.0
1.762,2.5709,1.2857,22.0
1.6549,2.5003,1.2114,22.0
1.5981,1.371,1.1785,0.0
1.5981,1.371,1.1785,0.0
1.4878,2.0107,1.1189,22.0
1.4275,2.3413,1.3235,22.0
1.4275,2.3413,1.3235,22.0
1.3306,1.9088,1.2616,22.0
1.7445,1.1774,1.2317,0.0
1.7445,1.1774,1.2317,0.0
1.6438,1.8065,1.1854,22.0
1.5879,1.7712,1.1333,22.0
1.5879,1.7712,1.1333,22.0
2.3773,1.6852,1.0498,0.0
2.3773,1.6852,1.0498,0.0
2.2689,1.6082,0.9764,0.0
2.2689,1.6082,0.9764,0.0
2.1534,1.5343,0.9044,0.0
2.1534,1.5343,0.9044,0.0
2.092,1.4974,0.8703,0.0
1.9823,1.668,1.179,0.0
1.9823,1.668,1.179,0.0
1.9823,1.668,1.179,0.0
1.8702,1.5839,1.1007,0.0
1.8141,1.5433,1.0641,0.0
1.8141,1.5433,1.0641,0.0
1.707,1.4689,0.9999,0.0
1.6528,1.4329,1.3502,0.0
1.6528,1.4329,1.3502,0.0
1.5401,1.3625,1.2672,0.0
1.4872,1.3317,1.23,0.0
1.4872,1.3317,1.23,0.0
1.8808,1.4971,1.1658,0.0
1.8259,1.4551,1.1326,0.0
1.8259,1.4551,1.1326,0.0
1.7271,1.3821,1.2413,0.0
2.1629,1.343,1.1883,0.0
2.1629,1.343,1.1883,0.0
2.0638,1.2777,1.0961,0.0
2.0109,1.245,1.0477,0.0
2.0109,1.245,1.0477,0.0
2.6167,1.8394,0.9534,0.0
2.557,1.8008,0.9046,0.0
2.557,1.8008,0.9046,0.0
2.557,1.8008,0.9046,0.0
2.4554,1.7381,0.8255,0.0
2.356,1.6807,0.754,0.0
2.356,1.6807,0.754,0.0
2.2362,1.8276,0.6785,0.0
2.1867,1.7922,0.6517,0.0
2.1867,1.7922,0.6517,0.0
2.087,1.7232,0.9699,0.0
2.0363,1.6893,0.9318,0.0
2.0363,1.6893,0.9318,0.0
1.9208,1.6159,0.851,0.0
1.8735,1.5874,0.8207,0.0
1.8735,1.5874,0.8207,0.0
1.77,1.7548,0.7614,0.0
1.7225,1.7184,1.1124,0.0
1.7225,1.7184,1.1124,0.0
2.0013,1.5723,1.0005,0.0
2.0013,1.5723,1.0005,0.0
2.0013,1.5723,1.0005,0.0
1.8417,1.4218,0.9023,0.0
1.8417,1.4218,0.9023,0.0
1.7868,1.3705,1.5735,0.0
1.6656,1.2589,1.8641,-22.0
1.6656,1.2589,1.8641,-22.0
1.6656,1.2589,1.8641,-22.0
1.9583,1.1394,1.7334,0.0
1.9583,1.1394,1.7334,0.0
1.9583,1.1394,1.7334,0.0
2.1285,1.0401,1.6036,0.0
2.1285,1.0401,1.6036,0.0
2.0675,1.0038,1.5641,0.0
1.9453,1.2422,1.4897,0.0
1.9453,1.2422,1.4897,0.0
1.9453,1.2422,1.4897,0.0
1.7746,1.1162,1.3971,0.0
1.7746,1.1162,1.3971,0.0
1.7219,1.0798,1.6782,0.0
1.6162,1.0115,1.6077,0.0
1.6162,1.0115,1.6077,0.0
1.6162,1.0115,1.6077,0.0
1.5139,0.952,1.5434,-22.0
1.4575,1.2319,1.5098,-22.0
1.4575,1.2319,1.5098,-22.0
1.3046,1.1377,1.3875,-22.0
1.3046,1.1377,1.3875,-22.0
1.3046,1.1377,1.3875,-22.0
2.1842,1.2188,1.2859,0.0
3.02,1.1744,1.22,0.0
3.02,1.1744,1.22,0.0
2.8623,1.0449,1.1163,0.0
2.8623,1.0449,1.1163,0.0
2.8623,1.0449,1.1163,0.0
2.7048,0.9265,1.673,0.0
2.7048,0.9265,1.673,0.0
2.7048,0.9265,1.673,0.0
2.5397,0.8202,1.5647,0.0
2.5397,0.8202,1.5647,0.0
2.5397,0.8202,1.5647,0.0
2.595,1.111,1.4773,0.0
2.595,1.111,1.4773,0.0
2.595,1.111,1.4773,0.0
2.4261,1.0016,1.5713,0.0
2.4261,1.0016,1.5713,0.0
2.4261,1.0016,1.5713,0.0
2.3236,0.9441,1.5034,0.0
2.2032,1.2565,1.429,0.0
2.2032,1.2565,1.429,0.0
2.2032,1.2565,1.429,0.0
2.0947,1.1847,1.3678,0.0
2.0357,1.1481,1.3371,0.0
2.0357,1.1481,1.3371,0.0
1.9161,1.0802,1.4663,0.0
1.8663,3.303,1.4312,22.0
1.8663,3.303,1.4312,22.0
1.7659,3.1074,1.3699,22.0
1.7096,1.6604,1.3424,0.0
1.7096,1.6604,1.3424,0.0
1.6056,1.596,1.536,0.0
1.8899,2.2619,1.4978,22.0
1.8899,2.2619,1.4978,22.0
1.7867,2.1978,1.4418,22.0
1.7318,2.1589,1.4167,22.0
1.7318,2.1589,1.4167,22.0
1.6403,1.4151,1.345,0.0
1.5924,1.3852,1.3093,0.0
1.5924,1.3852,1.3093,0.0
1.4876,1.3224,1.2349,0.0
1.9198,1.9486,1.2005,22.0
1.9198,1.9486,1.2005,22.0
1.8175,1.8759,1.1496,22.0
1.7677,1.8347,1.3058,22.0
1.7677,1.8347,1.3058,22.0
1.6847,1.1443,1.2424,0.0
2.2234,1.1142,1.216,0.0
2.2234,1.1142,1.216,0.0
2.169,1.0838,1.179,0.0
2.0425,1.5892,1.0989,0.0
2.0425,1.5892,1.0989,0.0
2.0425,1.5892,1.0989,0.0
1.8697,1.4697,1.3244,0.0
1.8697,1.4697,1.3244,0.0
1.8697,1.4697,1.3244,0.0
1.7056,1.3675,1.1819,0.0
1.7056,1.3675,1.1819,0.0
1.6523,1.3372,1.1371,0.0
1.5306,1.8407,1.0381,22.0
1.5306,1.8407,1.0381,22.0
1.5306,1.8407,1.0381,22.0
1.9979,1.7183,0.9484,0.0
1.9979,1.7183,0.9484,0.0
1.9057,1.6374,1.3144,0.0
1.8574,1.6005,1.2717,0.0
1.8574,1.6005,1.2717,0.0
1.7425,1.5154,1.1724,0.0
1.6941,1.4809,1.1316,0.0
1.6941,1.4809,1.1316,0.0
1.5887,1.4089,1.0456,0.0
2.172,1.3758,1.0057,0.0
2.172,1.3758,1.0057,0.0
2.0651,1.3146,0.9309,0.0
2.0091,1.8081,0.8946,0.0
2.0091,1.8081,0.8946,0.0
1.9019,1.7277,0.8317,0.0
1.8499,1.6898,1.2389,0.0
1.8499,1.6898,1.2389,0.0
1.6978,1.584,1.1034,0.0
1.6978,1.584,1.1034,0.0
1.6978,1.584,1.1034,0.0
1.5405,1.4837,0.9696,0.0
1.5405,1.4837,0.9696,0.0
1.5405,1.4837,0.9696,0.0
1.3816,2.3857,0.8444,22.0
1.3816,2.3857,0.8444,22.0
1.332,2.855,0.8083,22.0
1.8783,1.7817,1.2494,0.0
1.8783,1.7817,1.2494,0.0
1.8783,1.7817,1.2494,0.0
1.9837,1.6835,1.139,0.0
1.9837,1.6835,1.139,0.0
1.9837,1.6835,1.139,0.0
1.8236,2.0784,1.0195,22.0
1.8236,2.0784,1.0195,22.0
1.8236,2.0784,1.0195,22.0
1.682,1.9685,1.4839,22.0
1.682,1.9685,1.4839,22.0
1.682,1.9685,1.4839,22.0
1.8715,1.3717,1.4313,0.0
1.8715,1.3717,1.4313,0.0
1.8715,1.3717,1.4313,0.0
2.1459,1.2929,1.5318,0.0
2.0877,1.257,1.487,0.0
2.0877,1.257,1.487,0.0
1.9808,1.6285,1.4076,0.0
1.8661,1.5519,1.3272,0.0
1.8661,1.5519,1.3272,0.0
1.8661,1.5519,1.3272,0.0
1.7057,1.4542,1.2252,0.0
1.7057,1.4542,1.2252,0.0
1.6479,1.8492,1.192,22.0
1.9038,1.7716,1.2499,0.0
1.9038,1.7716,1.2499,0.0
1.9038,1.7716,1.2499,0.0
1.7453,1.657,1.1458,0.0
1.7453,1.657,1.1458,0.0
1.7453,1.657,1.1458,0.0
1.5814,1.9747,1.0451,22.0
1.5814,1.9747,1.0451,22.0
1.5234,1.9362,1.1935,22.0
1.8338,1.8425,1.137,22.0
1.8338,1.8425,1.137,22.0
1.8338,1.8425,1.137,22.0
2.4817,1.3633,1.1106,0.0
1.8643,1.2449,1.3429,0.0
1.8643,1.2449,1.3429,0.0
1.8643,1.2449,1.3429,0.0
1.6926,1.1411,1.2395,0.0
1.6926,1.1411,1.2395,0.0
1.6926,1.1411,1.2395,0.0
1.53,1.3532,1.4308,0.0
1.53,1.3532,1.4308,0.0
1.4295,1.282,1.3594,0.0
1.3763,1.2461,1.3233,0.0
1.3763,1.2461,1.3233,0.0
1.7978,1.2112,1.288,0.0
1.6773,1.2066,1.2176,0.0
1.6773,1.2066,1.2176,0.0
1.6773,1.2066,1.2176,0.0
1.5149,1.0533,1.8081,-22.0
1.5149,1.0533,1.8081,-22.0
1.5149,1.0533,1.8081,-22.0
2.4993,0.9308,1.7093,0.0
2.4993,0.9308,1.7093,0.0
2.4993,0.9308,1.7093,0.0
2.3422,0.8248,1.6123,0.0
2.3422,0.8248,1.6123,0.0
2.3422,0.8248,1.6123,0.0
2.1712,1.1079,1.7362,0.0
2.1712,1.1079,1.7362,0.0
2.1084,1.06,1.6918,0.0
1.989,0.9741,1.6107,0.0
1.989,0.9741,1.6107,0.0
1.989,0.9741,1.6107,0.0
1.8245,0.8707,1.5082,0.0
1.8245,0.8707,1.5082,0.0
1.8245,0.8707,1.5082,0.0
1.6664,1.1431,1.6426,0.0
1.6664,1.1431,1.6426,0.0
1.6664,1.1431,1.6426,0.0
1.5091,1.0335,1.5275,-22.0
1.5091,1.0335,1.5275,-22.0
1.5091,1.0335,1.5275,-22.0
1.357,2.0372,1.4117,0.0
1.357,2.0372,1.4117,0.0
1.357,2.0372,1.4117,0.0
1.2609,2.3952,1.3388,0.0
1.203,2.3589,1.2983,0.0
1.203,2.3589,1.2983,0.0
1.0903,2.2906,1.2238,0.0
1.041,2.2618,1.1932,0.0
1.041,2.2618,1.1932,0.0
0.9905,2.233,1.1633,0.0
1.273,3.2563,0.8639,22.0
1.273,3.2563,0.8639,22.0
1.273,3.2563,0.8639,22.0
1.1179,2.0519,0.7379,22.0
1.1179,2.0519,0.7379,22.0
1.0753,2.005,0.7125,22.0
1.4292,1.8988,1.0042,22.0
1.4292,1.8988,1.0042,22.0
1.4292,1.8988,1.0042,22.0
1.6797,1.7729,0.9562,22.0
1.5728,1.3707,1.2961,0.0
1.5728,1.3707,1.2961,0.0
1.5728,1.3707,1.2961,0.0
2.3913,1.458,1.2098,0.0
2.3913,1.458,1.2098,0.0
2.3913,1.458,1.2098,0.0
2.2257,1.329,1.2553,0.0
2.2257,1.329,1.2553,0.0
2.2257,1.329,1.2553,0.0
2.5695,1.2236,1.1204,0.0
2.5695,1.2236,1.1204,0.0
2.5695,1.2236,1.1204,0.0
2.8652,1.1232,0.9814,0.0
2.8652,1.1232,0.9814,0.0
2.807,1.7431,0.9372,0.0
2.6935,1.6708,0.8562,0.0
2.6935,1.6708,0.8562,0.0
2.6935,1.6708,0.8562,0.0
2.5232,1.5721,0.7521,0.0
2.5232,1.5721,0.7521,0.0
2.4605,1.7533,1.1067,0.0
2.3375,1.6651,1.0169,0.0
2.3375,1.6651,1.0169,0.0
2.3375,1.6651,1.0169,0.0
2.1777,1.5579,0.913,0.0
2.1777,1.5579,0.913,0.0
2.1777,1.5579,0.913,0.0
2.0184,1.4615,1.2024,0.0
2.0184,1.4615,1.2024,0.0
2.0184,1.4615,1.2024,0.0
1.8589,1.5788,1.0912,0.0
1.8589,1.5788,1.0912,0.0
1.8048,1.539,1.0567,0.0
1.689,1.4573,0.9896,0.0
1.689,1.4573,0.9896,0.0
1.689,1.4573,0.9896,0.0
1.535,1.3572,1.2646,0.0
1.535,1.3572,1.2646,0.0
1.535,1.3572,1.2646,0.0
1.8682,1.9195,1.1667,22.0
1.8682,1.9195,1.1667,22.0
1.8682,1.9195,1.1667,22.0
1.7172,1.7987,1.2634,22.0
1.7172,1.7987,1.2634,22.0
1.7172,1.7987,1.2634,22.0
1.6183,1.6969,1.197,22.0
2.0637,1.5684,1.1395,0.0
2.0637,1.5684,1.1395,0.0
2.0637,1.5684,1.1395,0.0
2.5148,1.4178,1.372,0.0
2.5148,1.4178,1.372,0.0
2.5148,1.4178,1.372,0.0
2.3576,1.3012,1.2519,0.0
2.3576,1.3012,1.2519,0.0
2.3576,1.3012,1.2519,0.0
2.1994,1.1943,1.1412,0.0
2.1994,1.1943,1.1412,0.0
2.1994,1.1943,1.1412,0.0
2.0409,1.6582,1.044,0.0
2.0409,1.6582,1.044,0.0
2.0409,1.6582,1.044,0.0
1.8828,1.5358,1.3185,0.0
1.8828,1.5358,1.3185,0.0
1.8828,1.5358,1.3185,0.0
1.7277,1.4232,1.1863,0.0
1.7277,1.4232,1.1863,0.0
1.7277,1.4232,1.1863,0.0
2.1844,1.3142,1.054,0.0
2.1844,1.3142,1.054,0.0
2.1844,1.3142,1.054,0.0
2.0209,1.761,0.9432,0.0
2.0209,1.761,0.9432,0.0
2.0209,1.761,0.9432,0.0
1.8582,1.6435,1.2605,0.0
1.8582,1.6435,1.2605,0.0
1.8582,1.6435,1.2605,0.0
1.6954,1.5348,1.1159,0.0
1.6954,1.5348,1.1159,0.0
1.6954,1.5348,1.1159,0.0
1.5275,1.4341,0.9738,0.0
1.5275,1.4341,0.9738,0.0
1.5275,1.4341,0.9738,0.0
1.3611,1.8598,0.8442,22.0
1.3611,1.8598,0.8442,22.0
1.3611,1.8598,0.8442,22.0
1.8346,1.7216,1.214,0.0
1.8346,1.7216,1.214,0.0
1.7304,1.6278,1.1258,0.0
2.3357,1.5855,1.0804,0.0
2.3357,1.5855,1.0804,0.0
2.2822,1.5461,1.0382,0.0
2.1574,1.458,0.9452,0.0
2.1574,1.458,0.9452,0.0
2.1574,1.458,0.9452,0.0
1.9993,1.3557,0.8411,0.0
1.9993,1.3557,0.8411,0.0
1.9409,1.321,0.8078,0.0
1.8186,1.7167,1.1977,0.0
1.8186,1.7167,1.1977,0.0
1.8186,1.7167,1.1977,0.0
2.3187,1.59,1.0591,0.0
2.3187,1.59,1.0591,0.0
2.3187,1.59,1.0591,0.0
2.1617,1.479,0.9388,0.0
2.1617,1.479,0.9388,0.0
2.1617,1.479,0.9388,0.0
2.0022,1.3765,0.8314,0.0
2.0022,1.3765,0.8314,0.0
1.9436,1.3418,0.7969,0.0
1.8269,1.764,1.2007,0.0
1.8269,1.764,1.2007,0.0
1.767,2.1908,1.1476,22.0
1.767,2.1908,1.1476,22.0
1.8897,2.0919,1.0534,22.0
1.8897,2.0919,1.0534,22.0
2.0369,1.5391,0.9596,0.0
2.0369,1.5391,0.9596,0.0
2.0369,1.5391,0.9596,0.0
1.9113,1.4609,1.423,0.0
1.8517,1.4275,1.381,0.0
1.8517,1.4275,1.381,0.0
1.7472,1.6867,1.311,0.0
1.687,1.6375,1.273,0.0
1.687,1.6375,1.273,0.0
1.5827,1.5543,1.2119,0.0
1.5334,1.5159,1.1854,0.0
1.5334,1.5159,1.1854,0.0
1.4275,1.4359,1.1883,22.0
1.3684,1.3929,1.1409,22.0
1.3684,1.3929,1.1409,22.0
2.3658,1.3475,1.1092,0.0
2.2435,1.2429,1.2169,0.0
2.2435,1.2429,1.2169,0.0
2.2435,1.2429,1.2169,0.0
2.5297,1.1691,1.136,0.0
2.4322,1.1026,1.062,0.0
2.4322,1.1026,1.062,0.0
2.4322,1.1026,1.062,0.0
2.2628,1.4249,0.9449,0.0
2.2628,1.4249,0.9449,0.0
2.2628,1.4249,0.9449,0.0
2.1072,1.317,1.4797,0.0
2.1072,1.317,1.4797,0.0
2.1072,1.317,1.4797,0.0
1.941,1.2147,1.3594,0.0
1.941,1.2147,1.3594,0.0
1.941,1.2147,1.3594,0.0
1.7892,1.5325,1.2602,0.0
1.7892,1.5325,1.2602,0.0
1.7892,1.5325,1.2602,0.0
2.0254,1.4386,1.3382,0.0
2.0254,1.4386,1.3382,0.0
1.9659,1.8233,1.2918,0.0
1.8464,1.7445,1.2025,0.0
1.8464,1.7445,1.2025,0.0
1.7366,1.6766,1.1259,0.0
1.6815,1.6443,1.0898,0.0
1.6815,1.6443,1.0898,0.0
1.6292,1.6149,1.0572,0.0
1.5097,1.952,1.1746,22.0
1.5097,1.952,1.1746,22.0
1.5097,1.952,1.1746,22.0
1.7628,1.8398,1.0622,22.0
1.7628,1.8398,1.0622,22.0
1.7628,1.8398,1.0622,22.0
1.928,1.7599,1.0003,0.0
1.8781,1.3787,1.2369,0.0
1.8781,1.3787,1.2369,0.0
1.8154,1.6814,1.1912,0.0
1.6961,1.6005,1.1089,0.0
1.6961,1.6005,1.1089,0.0
1.5911,1.5336,1.0427,0.0
1.5352,1.4997,1.0102,0.0
1.5352,1.4997,1.0102,0.0
1.4294,1.4396,1.2391,22.0
1.3718,2.1072,1.1946,22.0
1.3718,2.1072,1.1946,22.0
1.2772,1.342,1.1364,22.0
1.2335,1.3117,1.1118,22.0
1.2335,1.3117,1.1118,22.0
1.5766,1.2512,1.1463,0.0
1.5266,1.2207,1.1038,0.0
1.5266,1.2207,1.1038,0.0
1.4228,1.1573,1.0201,0.0
1.3608,1.1224,0.9721,0.0
1.3608,1.1224,0.9721,0.0
1.2568,1.7092,0.8957,22.0
1.2068,1.6767,0.8612,22.0
1.2068,1.6767,0.8612,22.0
1.1205,1.6004,1e+20,22.0
1.5886,1.5626,1.0809,0.0
1.5886,1.5626,1.0809,0.0
1.4974,1.4856,0.9993,0.0
1.444,1.4453,0.9518,22.0
1.444,1.4453,0.9518,22.0
1.8677,1.3613,0.8697,0.0
2.4298,1.3178,0.8427,0.0
2.4298,1.3178,0.8427,0.0
2.3738,1.2773,0.806,0.0
2.3738,1.2773,0.806,0.0
2.2562,1.1967,0.7378,0.0
2.2562,1.1967,0.7378,0.0
2.1568,1.134,1.0777,0.0
2.0961,1.0987,1.0301,0.0
2.0961,1.0987,1.0301,0.0
1.9383,1.5508,0.9148,0.0
1.9383,1.5508,0.9148,0.0
1.9383,1.5508,0.9148,0.0
1.7807,1.4355,0.8162,0.0
1.7807,1.4355,0.8162,0.0
1.7807,1.4355,0.8162,0.0
1.6073,1.3201,1.0972,0.0
1.6073,1.3201,1.0972,0.0
1.6073,1.3201,1.0972,0.0
2.0612,1.7763,0.98,0.0
2.0612,1.7763,0.98,0.0
2.0612,1.7763,0.98,0.0
1.8976,1.6587,0.8816,0.0
1.8976,1.6587,0.8816,0.0
1.8374,1.6176,1.2449,0.0
1.72,1.5412,1.1402,0.0
1.72,1.5412,1.1402,0.0
1.72,1.5412,1.1402,0.0
1.5602,1.4465,1.0029,0.0
1.5602,1.4465,1.0029,0.0
1.5602,1.4465,1.0029,0.0
1.4045,1.8896,0.8777,22.0
1.4045,1.8896,0.8777,22.0
1.4045,1.8896,0.8777,22.0
1.9451,1.8128,0.8159,0.0
1.861,1.7275,1.2414,0.0
1.861,1.7275,1.2414,0.0
1.861,1.7275,1.2414,0.0
1.7065,1.6072,1.106,0.0
1.7065,1.6072,1.106,0.0
1.7065,1.6072,1.106,0.0
2.1937,1.4866,0.9696,0.0
2.1937,1.4866,0.9696,0.0
2.1937,1.4866,0.9696,0.0
2.0208,1.3781,0.8487,0.0
2.0208,1.3781,0.8487,0.0
1.9605,1.3438,0.8115,0.0
1.8441,1.7512,1.217,0.0
1.8441,1.7512,1.217,0.0
1.8441,1.7512,1.217,0.0
1.6881,1.6329,1.0789,0.0
1.6881,1.6329,1.0789,0.0
1.636,1.5948,1.0341,0.0
1.5134,1.5091,0.9328,0.0
1.5134,1.5091,0.9328,0.0
1.5134,1.5091,0.9328,0.0
2.0013,1.4068,0.8123,0.0
2.0013,1.4068,0.8123,0.0
1.899,1.8302,0.7498,0.0
1.8425,1.7866,1.2068,0.0
1.8425,1.7866,1.2068,0.0
1.782,1.7408,1.1518,0.0
1.6605,1.6519,1.0439,0.0
1.6605,1.6519,1.0439,0.0
1.6605,1.6519,1.0439,0.0
1.5076,1.5468,0.9141,22.0
1.5076,1.5468,0.9141,22.0
1.5076,1.5468,0.9141,22.0
2.0232,1.4284,0.8216,0.0
2.0232,1.4284,0.8216,0.0
2.0232,1.4284,0.8216,0.0
2.139,1.3121,1.2524,0.0
2.139,1.3121,1.2524,0.0
2.139,1.3121,1.2524,0.0
1.9784,1.2161,1.1278,0.0
1.9784,1.2161,1.1278,0.0
1.9784,1.2161,1.1278,0.0
1.8135,1.5948,1.0118,0.0
1.8135,1.5948,1.0118,0.0
1.7528,2.0359,0.9731,22.0
1.6444,1.9712,0.9108,22.0
1.6444,1.9712,0.9108,22.0
1.6444,1.9712,0.9108,22.0
1.8219,1.3931,1.3708,0.0
1.8219,1.3931,1.3708,0.0
1.8219,1.3931,1.3708,0.0
2.0335,1.7261,1.4156,0.0
2.0335,1.7261,1.4156,0.0
2.0335,1.7261,1.4156,0.0
1.8679,1.624,1.2899,0.0
1.8679,1.624,1.2899,0.0
1.8679,1.624,1.2899,0.0
1.7074,1.968,1.1785,22.0
1.7074,1.968,1.1785,22.0
1.655,1.9352,1.1448,22.0
1.9352,1.4112,1.258,0.0
1.9352,1.4112,1.258,0.0
1.8876,1.3573,1.2367,0.0
2.1828,1.6744,1.1583,0.0
2.1828,1.6744,1.1583,0.0
2.1828,1.6744,1.1583,0.0
2.0226,1.5693,1.277,0.0
2.0226,1.5693,1.277,0.0
2.0226,1.5693,1.277,0.0
1.8496,1.86,1.1451,22.0
1.8496,1.86,1.1451,22.0
1.7959,1.8227,1.1067,22.0
2.1184,1.3355,1.3258,0.0
2.1184,1.3355,1.3258,0.0
2.1184,1.3355,1.3258,0.0
2.7454,1.5647,1.2291,0.0
2.7454,1.5647,1.2291,0.0
2.7454,1.5647,1.2291,0.0
2.5788,1.4459,1.1294,0.0
2.5788,1.4459,1.1294,0.0
2.5788,1.4459,1.1294,0.0
2.4179,1.342,1.3079,0.0
2.4179,1.342,1.3079,0.0
2.4179,1.342,1.3079,0.0
2.2571,1.5824,1.1946,0.0
2.2571,1.5824,1.1946,0.0
2.2571,1.5824,1.1946,0.0
2.0991,1.4701,1.0966,0.0
2.0991,1.4701,1.0966,0.0
2.0991,1.4701,1.0966,0.0
1.928,1.3601,1.2687,0.0
1.928,1.3601,1.2687,0.0
2.2883,1.3294,1.229,0.0
2.2883,1.3294,1.229,0.0
2.1665,1.5873,1.1478,0.0
2.1665,1.5873,1.1478,0.0
2.0454,1.507,1.0748,0.0
1.9887,1.4713,1.0437,0.0
1.9887,1.4713,1.0437,0.0
1.9887,1.4713,1.0437,0.0
1.8807,1.4072,1.6615,0.0
1.7652,1.4009,1.596,0.0
1.7652,1.4009,1.596,0.0
1.7652,1.4009,1.596,0.0
1.604,1.2626,2.1848,-22.0
1.604,1.2626,2.1848,-22.0
1.5044,1.1852,2.1194,-22.0
1.4169,1.127,1.4045,0.0
1.4169,1.127,1.4045,0.0
1.4169,1.127,1.4045,0.0
1.7728,1.2696,1.9421,-22.0
1.7728,1.2696,1.9421,-22.0
1.7728,1.2696,1.9421,-22.0
1.6253,1.1476,1.8301,-22.0
1.6253,1.1476,1.8301,-22.0
1.6253,1.1476,1.8301,-22.0
2.1067,1.0735,1.1519,0.0
2.1067,1.0735,1.1519,0.0
2.1067,1.0735,1.1519,0.0
2.0171,1.4362,1.0927,0.0
1.9161,1.3469,1.5633,0.0
1.9161,1.3469,1.5633,0.0
1.9161,1.3469,1.5633,0.0
1.7646,1.2172,1.4491,0.0
1.7646,1.2172,1.4491,0.0
1.7646,1.2172,1.4491,0.0
2.2285,1.0878,1.3378,0.0
2.2285,1.0878,1.3378,0.0
2.2285,1.0878,1.3378,0.0
2.0602,0.9719,1.2404,0.0
2.0602,0.9719,1.2404,0.0
1.9997,0.9344,1.7395,0.0
1.8836,1.2856,1.6535,0.0
1.8836,1.2856,1.6535,0.0
1.8836,1.2856,1.6535,0.0
1.7234,1.1436,1.5419,0.0
1.7234,1.1436,1.5419,0.0
1.7234,1.1436,1.5419,0.0
1.5641,1.0089,1.4408,0.0
1.5641,1.0089,1.4408,0.0
1.5641,1.0089,1.4408,0.0
1.4619,0.9275,1.3822,0.0
1.4094,0.8876,1.8796,-22.0
1.4094,0.8876,1.8796,-22.0
2.1914,0.8298,1.7989,0.0
2.134,1.2783,1.2576,0.0
2.134,1.2783,1.2576,0.0
2.0338,1.192,1.6709,0.0
1.9726,1.1405,1.6252,0.0
1.9726,1.1405,1.6252,0.0
1.8659,1.0535,1.5484,0.0
1.8096,1.0094,1.5094,0.0
1.8096,1.0094,1.5094,0.0
1.6966,0.9251,1.4349,0.0
1.6365,0.8833,1.3975,0.0
1.6365,0.8833,1.3975,0.0
1.5786,0.8453,1.3632,0.0
1.4577,1.2536,1.286,0.0
1.4577,1.2536,1.286,0.0
1.3524,1.1892,1.201,0.0
1.2967,1.6377,1.1576,22.0
1.2967,1.6377,1.1576,22.0
1.4827,1.564,1.0945,22.0
1.4357,1.5201,1.0783,22.0
1.4357,1.5201,1.0783,22.0
1.39,1.0089,1.1355,0.0
1.6593,0.9037,1.0997,0.0
1.6593,0.9037,1.0997,0.0
1.5492,1.2746,1.0331,0.0
1.5492,1.2746,1.0331,0.0
1.4324,1.1937,1.1173,0.0
1.4324,1.1937,1.1173,0.0
1.4324,1.1937,1.1173,0.0
1.319,1.122,1.0233,0.0
1.211,2.843,0.9384,22.0
1.211,2.843,0.9384,22.0
1.211,2.843,0.9384,22.0
1.4843,2.7288,0.874,22.0
1.4368,3.2337,1.0741,22.0
1.8204,3.1811,1.0476,22.0
2.0364,1.5144,1.013,0.0
2.0364,1.5144,1.013,0.0
1.9177,1.4163,1.2566,0.0
1.8558,1.3822,1.2108,0.0
1.8558,1.3822,1.2108,0.0
1.7417,2.0169,1.1306,22.0
1.6816,2.6825,1.0909,22.0
1.6816,2.6825,1.0909,22.0
1.6816,2.6825,1.0909,22.0
1.9613,1.8366,1.3468,0.0
1.9613,1.8366,1.3468,0.0
1.9613,1.8366,1.3468,0.0
1.7903,1.7088,1.3821,0.0
1.7903,1.7088,1.3821,0.0
1.7903,1.7088,1.3821,0.0
1.6261,1.6147,1.2415,0.0
1.6261,1.6147,1.2415,0.0
1.6261,1.6147,1.2415,0.0
1.4704,2.1866,1.1145,22.0
1.4704,2.1866,1.1145,22.0
1.4704,2.1866,1.1145,22.0
1.3039,2.0507,1.0117,22.0
1.3039,2.0507,1.0117,22.0
1.3039,2.0507,1.0117,22.0
1.6626,1.2821,1.1678,0.0
1.6626,1.2821,1.1678,0.0
1.6626,1.2821,1.1678,0.0
1.5464,1.7752,1.0842,22.0
1.4919,1.7333,1.0441,22.0
1.4919,1.7333,1.0441,22.0
1.9772,1.625,1.3968,0.0
1.9251,1.5709,1.3546,0.0
1.9251,1.5709,1.3546,0.0
2.4513,1.4817,1.2637,0.0
2.403,1.4449,1.2262,0.0
2.403,1.4449,1.2262,0.0
2.2923,1.3633,1.1437,0.0
2.2424,1.3282,1.1084,0.0
2.2424,1.3282,1.1084,0.0
2.1333,1.2551,1.0358,0.0
2.0738,1.2178,0.9994,0.0
2.0738,1.2178,0.9994,0.0
2.0141,1.1824,0.9655,0.0
1.8943,2.1149,1.3058,22.0
1.8943,2.1149,1.3058,22.0
1.8943,2.1149,1.3058,22.0
1.9321,1.4981,1.1837,0.0
1.9321,1.4981,1.1837,0.0
1.8277,1.4292,1.1215,0.0
1.7733,1.8292,1.0894,22.0
1.7733,1.8292,1.0894,22.0
1.7733,1.8292,1.0894,22.0
1.9481,1.7403,1.5256,0.0
1.8324,1.6295,1.4542,0.0
