1.3917 1.2187 1.7358 -22.0
1.3921 1.219 1.736 -22.0
1.3921 1.219 1.736 -22.0
1.3921 1.219 1.736 -22.0
1.3894 1.2169 1.7341 -22.0
1.3868 1.2148 1.7322 -22.0
1.3868 1.2148 1.7322 -22.0
1.379 1.2086 1.7266 -22.0
1.3738 1.2046 1.7229 -22.0
1.3738 1.2046 1.7229 -22.0
1.3537 1.189 1.708 -22.0
1.3537 1.189 1.708 -22.0
1.3537 1.189 1.708 -22.0
1.325 1.1675 1.6862 -22.0
1.325 1.1675 1.6862 -22.0
1.325 1.1675 1.6862 -22.0
1.2898 1.1423 1.658 -22.0
1.2898 1.1423 1.658 -22.0
1.2746 1.1319 1.6453 -22.0
1.9217 1.1094 1.6153 0.0
1.9217 1.1094 1.6153 0.0
1.9217 1.1094 1.6153 0.0
1.8616 1.0708 1.5744 0.0
1.8616 1.0708 1.5744 0.0
1.8372 1.0548 1.5599 0.0
1.7911 1.0258 1.5333 0.0
1.7911 1.0258 1.5333 0.0
1.7911 1.0258 1.5333 0.0
1.7162 0.9816 1.4923 0.0
1.7162 0.9816 1.4923 0.0
1.7162 0.9816 1.4923 0.0
1.6343 0.973 1.8246 -22.0
1.6343 0.973 1.8246 -22.0
2.2931 0.9494 1.7952 0.0
2.8589 0.9032 1.7335 0.0
2.8589 0.9032 1.7335 0.0
2.7875 0.8506 1.6756 0.0
2.754 0.827 1.6488 0.0
2.754 0.827 1.6488 0.0
2.7149 0.8005 1.618 0.0
2.6391 0.7526 1.5593 0.0
2.6391 0.7526 1.5593 0.0
2.6391 0.7526 1.5593 0.0
2.5248 1.2564 1.4743 0.0
2.5248 1.2564 1.4743 0.0
2.5248 1.2564 1.4743 0.0
2.4021 1.1559 1.3883 0.0
2.4021 1.1559 1.3883 0.0
2.4021 1.1559 1.3883 0.0
2.3027 1.0786 1.3235 0.0
2.2604 1.0471 1.2975 0.0
2.2164 1.0154 1.2714 0.0
2.1187 0.949 1.5767 0.0
2.1187 0.949 1.5767 0.0
2.1187 0.949 1.5767 0.0
2.5705 1.4141 1.4413 0.0
2.5705 1.4141 1.4413 0.0
2.5705 1.4141 1.4413 0.0
2.407 1.2882 1.3161 0.0
2.407 1.2882 1.3161 0.0
2.3433 1.2417 1.27 0.0
2.2262 1.1612 1.1899 0.0
2.2262 1.1612 1.1899 0.0
2.2262 1.1612 1.1899 0.0
2.0663 1.0635 1.0925 0.0
2.0663 1.0635 1.0925 0.0
2.0663 1.0635 1.0925 0.0
1.9076 1.5084 1.3539 0.0
1.9076 1.5084 1.3539 0.0
1.8512 1.4657 1.3055 0.0
1.7333 1.3799 1.2069 0.0
1.7333 1.3799 1.2069 0.0
