1.3935 1.2202 1.7367 -22.0
1.3938 1.2205 1.7368 -22.0
1.3938 1.2205 1.7368 -22.0
1.3915 1.2187 1.7352 -22.0
1.3889 1.2166 1.7333 -22.0
1.3889 1.2166 1.7333 -22.0
1.3809 1.2103 1.7276 -22.0
1.375 1.2057 1.7234 -22.0
1.375 1.2057 1.7234 -22.0
1.3595 1.1937 1.7119 -22.0
1.3595 1.1937 1.7119 -22.0
1.3507 1.1869 1.7053 -22.0
1.3315 1.1726 1.6907 -22.0
1.3315 1.1726 1.6907 -22.0
1.3315 1.1726 1.6907 -22.0
1.2969 1.1475 1.6632 -22.0
1.2969 1.1475 1.6632 -22.0
1.268 1.1278 1.6391 -22.0
1.268 1.1278 1.6391 -22.0
1.268 1.1278 1.6391 -22.0
1.9021 1.0986 1.598 0.0
1.9021 1.0986 1.598 0.0
1.8615 1.0745 1.5677 0.0
1.8615 1.0745 1.5677 0.0
1.8615 1.0745 1.5677 0.0
1.7941 1.0327 1.5263 0.0
1.7941 1.0327 1.5263 0.0
1.771 1.0191 1.5127 0.0
1.7448 1.0042 1.4974 0.0
1.7448 1.0042 1.4974 0.0
2.35 1.0003 1.8352 0.0
2.35 1.0003 1.8352 0.0
2.284 0.9435 1.7822 0.0
2.284 0.9435 1.7822 0.0
2.2136 0.8847 1.7269 0.0
2.2136 0.8847 1.7269 0.0
2.2136 0.8847 1.7269 0.0
2.1445 0.8291 1.6738 0.0
2.1146 0.806 1.6513 0.0
2.0845 0.7832 1.6288 0.0
2.0205 0.7369 1.582 0.0
2.0205 0.7369 1.582 0.0
2.0205 0.7369 1.582 0.0
2.6105 0.673 1.513 0.0
2.6105 0.673 1.513 0.0
2.5484 1.1988 1.4725 0.0
2.5484 1.1988 1.4725 0.0
2.5484 1.1988 1.4725 0.0
2.4524 1.1147 1.4136 0.0
2.4524 1.1147 1.4136 0.0
2.4524 1.1147 1.4136 0.0
2.3543 1.0316 1.3583 0.0
2.3543 1.0316 1.3583 0.0
2.2879 0.9774 1.7007 0.0
2.2879 0.9774 1.7007 0.0
2.2879 0.9774 1.7007 0.0
2.764 0.9053 1.625 0.0
2.764 0.9053 1.625 0.0
2.764 0.9053 1.625 0.0
2.6609 0.833 1.5453 0.0
2.6609 0.833 1.5453 0.0
2.6609 0.833 1.5453 0.0
2.5647 0.7732 1.474 0.0
2.5647 0.7732 1.474 0.0
2.5353 1.3156 1.4529 0.0
2.4651 1.2542 1.4039 0.0
2.4651 1.2542 1.4039 0.0
2.4309 1.2247 1.3808 0.0
2.3629 1.1671 1.3366 0.0
2.3629 1.1671 1.3366 0.0
2.9248 1.1101 1.2941 0.0
2.9248 1.1101 1.2941 0.0
2.8939 1.0864 1.2768 0.0
2.8302 1.0388 1.243 0.0
2.8302 1.0388 1.243 0.0
2.7942 1.0128 1.6134 0.0
2.7232 0.9637 1.5555 0.0
2.7232 0.9637 1.5555 0.0
2.7232 0.9637 1.5555 0.0
2.6254 0.9015 1.4779 0.0
2.6254 0.9015 1.4779 0.0
2.5571 1.4133 1.4254 0.0
2.5571 1.4133 1.4254 0.0
2.5207 1.3824 1.3981 0.0
2.5207 1.3824 1.3981 0.0
2.4476 1.3215 1.3448 0.0
2.4149 1.2947 1.3216 0.0
2.3804 1.2668 1.2977 0.0
2.3804 1.2668 1.2977 0.0
2.3179 1.2173 1.2558 0.0
2.285 1.1919 1.2346 0.0
2.2256 1.1472 1.1979 0.0
2.1921 1.1227 1.178 0.0
2.1921 1.1227 1.178 0.0
2.1921 1.1227 1.178 0.0
2.0962 1.0558 1.5266 0.0
2.0962 1.0558 1.5266 0.0
2.6945 1.033 1.4964 0.0
2.6299 0.9947 1.4434 0.0
2.6299 0.9947 1.4434 0.0
2.5598 1.4931 1.3871 0.0
2.5285 1.4676 1.3625 0.0
2.5285 1.4676 1.3625 0.0
2.4611 1.4135 1.3105 0.0
2.4611 1.4135 1.3105 0.0
2.4611 1.4135 1.3105 0.0
2.3648 1.3387 1.2392 0.0
2.3648 1.3387 1.2392 0.0
2.2936 1.2854 1.1891 0.0
2.2936 1.2854 1.1891 0.0
2.2936 1.2854 1.1891 0.0
2.1953 1.2154 1.1241 0.0
2.1953 1.2154 1.1241 0.0
2.1321 1.1729 1.0854 0.0
2.1321 1.1729 1.0854 0.0
2.1321 1.1729 1.0854 0.0
2.0375 1.1134 1.0326 0.0
2.0375 1.1134 1.0326 0.0
2.0016 1.0924 1.4205 0.0
1.9389 1.5853 1.3657 0.0
1.9389 1.5853 1.3657 0.0
1.9077 1.5596 1.3387 0.0
2.4766 1.5052 1.2818 0.0
2.4766 1.5052 1.2818 0.0
2.4766 1.5052 1.2818 0.0
2.4071 1.4528 1.2269 0.0
2.3724 1.4272 1.2001 0.0
2.3724 1.4272 1.2001 0.0
2.2755 1.3582 1.1279 0.0
