,dist1,dist2,dist3,angle
762,12.694,1.273,10.848,22.0
763,12.694,1.273,10.848,22.0
764,12.694,1.273,10.848,22.0
765,19.065,12.357,10.462,0.0
766,21.823,11.942,10.168,0.0
767,21.823,11.942,10.168,0.0
768,21.227,16.194,0.9826,0.0
769,20.882,15.973,0.964,0.0
770,20.882,15.973,0.964,0.0
771,20.225,15.565,10.261,0.0
772,19.889,15.364,0.9976,0.0
773,19.889,15.364,0.9976,0.0
774,1.955,15.165,0.9692,0.0
775,18.881,14.789,0.9144,0.0
776,18.881,14.789,0.9144,0.0
777,18.881,14.789,0.9144,0.0
778,17.912,18.767,0.8386,22.0
779,17.912,18.767,0.8386,22.0
780,17.581,18.567,0.8139,22.0
781,16.991,18.076,0.7793,22.0
782,16.991,18.076,0.7793,22.0
783,16.991,18.076,0.7793,22.0
784,19.705,17.319,13.431,0.0
785,19.705,17.319,13.431,0.0
786,19.349,12.851,13.187,0.0
787,18.721,16.602,12.748,0.0
788,18.721,16.602,12.748,0.0
789,18.721,16.602,12.748,0.0
790,1.778,15.972,12.126,0.0
791,1.778,15.972,12.126,0.0
792,1.778,15.972,12.126,0.0
793,1.688,1.54,11.577,0.0
794,1.688,1.54,11.577,0.0
795,1.688,1.54,11.577,0.0
796,17.675,14.857,12.796,0.0
797,17.675,14.857,12.796,0.0
798,17.675,14.857,12.796,0.0
799,16.744,25.326,12.084,22.0
800,16.744,25.326,12.084,22.0
801,16.744,25.326,12.084,22.0
802,15.766,24.657,11.474,22.0
803,15.766,24.657,11.474,22.0
804,15.411,24.393,11.287,22.0
805,14.762,20.236,10.974,22.0
806,14.762,20.236,10.974,22.0
807,14.762,20.236,10.974,22.0
808,13.843,12.658,1.285,0.0
809,13.843,12.658,1.285,0.0
810,13.843,12.658,1.285,0.0
811,12.936,19.099,12.244,22.0
812,12.936,19.099,12.244,22.0
813,12.936,19.099,12.244,22.0
814,16.722,18.447,12.093,22.0
815,16.722,18.447,12.093,22.0
816,16.722,18.447,12.093,22.0
817,20.695,10.973,11.376,0.0
818,20.695,10.973,11.376,0.0
819,24.349,10.592,10.876,0.0
820,24.349,10.592,10.876,0.0
821,24.025,17.132,10.622,0.0
822,23.442,1.676,10.178,0.0
823,23.442,1.676,10.178,0.0
824,23.123,16.562,0.9941,0.0
825,22.442,16.152,0.9452,0.0
826,22.442,16.152,0.9452,0.0
827,22.442,16.152,0.9452,0.0
828,21.465,15.599,0.8797,0.0
829,21.465,15.599,0.8797,0.0
830,21.142,1.799,0.8596,0.0
831,20.452,1.749,0.8191,0.0
832,20.452,1.749,0.8191,0.0
833,20.452,1.749,0.8191,0.0
834,19.496,1.682,11.329,0.0
835,19.496,1.682,11.329,0.0
836,19.135,16.575,11.057,0.0
837,18.433,1.611,10.542,0.0
838,18.433,1.611,10.542,0.0
839,18.433,1.611,10.542,0.0
840,17.519,15.534,0.991,0.0
841,17.519,15.534,0.991,0.0
842,17.519,15.534,0.991,0.0
843,16.561,14.967,0.9302,0.0
844,16.561,14.967,0.9302,0.0
845,16.561,14.967,0.9302,0.0
846,15.643,17.001,0.8781,22.0
847,15.643,17.001,0.8781,22.0
848,15.643,17.001,0.8781,22.0
849,14.738,16.201,11.907,22.0
850,14.738,16.201,11.907,22.0
851,14.738,16.201,11.907,22.0
852,29.605,1.328,11.489,0.0
853,29.605,1.328,11.489,0.0
854,29.289,13.065,13.733,0.0
855,28.618,12.678,13.132,0.0
856,28.618,12.678,13.132,0.0
857,28.618,12.678,13.132,0.0
858,28.009,14.111,12.595,0.0
859,27.679,13.847,12.308,0.0
860,27.679,13.847,12.308,0.0
861,27.072,1.337,11.787,0.0
862,2.674,13.114,11.506,0.0
863,2.674,13.114,11.506,0.0
864,2.615,12.671,11.017,0.0
865,25.841,12.445,10.765,0.0
866,25.841,12.445,10.765,0.0
867,25.546,12.233,10.529,0.0
868,24.931,11.804,10.049,0.0
869,24.931,11.804,10.049,0.0
870,24.269,11.365,0.9554,0.0
871,23.945,1.116,0.932,0.0
872,23.945,1.116,0.932,0.0
873,25.098,10.954,0.9086,0.0
874,24.389,16.885,0.8649,0.0
875,24.389,16.885,0.8649,0.0
876,24.041,16.643,0.8449,0.0
877,23.312,16.147,0.8061,0.0
878,23.312,16.147,0.8061,0.0
879,23.312,16.147,0.8061,0.0
880,22.405,15.557,11.639,0.0
881,22.405,15.557,11.639,0.0
882,22.405,15.557,11.639,0.0
883,21.475,14.985,11.034,0.0
884,21.475,14.985,11.034,0.0
885,21.475,14.985,11.034,0.0
886,20.523,14.439,10.465,0.0
887,20.523,14.439,10.465,0.0
888,19.882,15.864,10.115,0.0
889,19.581,15.637,0.9962,0.0
890,19.581,15.637,0.9962,0.0
891,19.216,15.364,13.869,0.0
892,18.538,14.868,13.421,0.0
893,18.538,14.868,13.421,0.0
894,18.538,14.868,13.421,0.0
895,17.605,14.211,12.837,0.0
896,17.605,14.211,12.837,0.0
897,17.605,14.211,12.837,0.0
898,16.635,13.563,12.277,0.0
899,16.635,13.563,12.277,0.0
900,15.986,13.152,11.932,0.0
901,1.568,12.965,22.727,-22.0
902,1.568,12.965,22.727,-22.0
903,1.568,12.965,22.727,-22.0
904,14.836,14.582,22.087,-22.0
905,14.836,14.582,22.087,-22.0
906,14.836,14.582,22.087,-22.0
907,14.051,14.145,10.543,22.0
908,14.051,14.145,10.543,22.0
909,14.051,14.145,10.543,22.0
910,1.321,13.625,20.602,0.0
911,1.321,13.625,20.602,0.0
912,12.913,13.414,2.043,0.0
913,12.313,13.013,20.065,0.0
914,12.313,13.013,20.065,0.0
915,12.313,13.013,20.065,0.0
916,11.437,12.458,19.554,0.0
917,11.437,12.458,19.554,0.0
918,11.437,12.458,19.554,0.0
919,15.081,10.816,19.208,-22.0
920,14.774,10.529,22.812,-22.0
921,14.774,10.529,22.812,-22.0
922,13.948,0.9833,18.368,-22.0
923,13.948,0.9833,18.368,-22.0
924,13.948,0.9833,18.368,-22.0
925,1.763,0.9257,17.522,0.0
926,1.763,0.9257,17.522,0.0
927,1.763,0.9257,17.522,0.0
928,20.767,0.8926,17.055,0.0
929,20.158,0.8538,16.696,0.0
930,20.158,0.8538,16.696,0.0
931,20.158,0.8538,16.696,0.0
932,19.154,0.7959,16.136,0.0
933,19.154,0.7959,16.136,0.0
934,19.154,0.7959,16.136,0.0
935,18.184,10.559,18.709,-22.0
936,18.184,10.559,18.709,-22.0
937,18.184,10.559,18.709,-22.0
938,17.259,0.996,15.038,0.0
939,17.259,0.996,15.038,0.0
940,16.926,0.9798,14.772,0.0
941,16.216,0.9351,17.114,-22.0
942,16.216,0.9351,17.114,-22.0
943,15.852,0.9136,16.857,-22.0
944,15.191,12.415,16.214,-22.0
945,15.191,12.415,16.214,-22.0
946,15.191,12.415,16.214,-22.0
947,24.206,11.979,12.964,0.0
948,24.206,11.979,12.964,0.0
949,24.206,11.979,12.964,0.0
950,28.657,13.547,1.238,0.0
951,28.657,13.547,1.238,0.0
952,28.344,13.256,14.214,0.0
953,2.77,12.662,13.704,0.0
954,2.77,12.662,13.704,0.0
955,2.77,12.662,13.704,0.0
956,26.811,11.856,13.025,0.0
957,26.811,11.856,13.025,0.0
958,30.313,11.342,1.26,0.0
959,30.028,11.101,12.404,0.0
960,30.028,11.101,12.404,0.0
961,29.395,10.577,11.983,0.0
962,29.072,10.315,11.777,0.0
963,29.072,10.315,11.777,0.0
964,29.072,10.315,11.777,0.0
965,28.066,0.953,11.175,0.0
966,28.066,0.953,11.175,0.0
967,2.777,0.9308,11.011,0.0
968,27.167,0.8874,17.072,0.0
969,27.167,0.8874,17.072,0.0
970,27.167,0.8874,17.072,0.0
971,26.187,0.8221,16.409,0.0
972,26.187,0.8221,16.409,0.0
973,26.187,0.8221,16.409,0.0
974,25.241,11.745,15.804,0.0
975,25.241,11.745,15.804,0.0
976,2.491,11.487,15.602,0.0
977,24.308,11.029,15.247,0.0
978,24.308,11.029,15.247,0.0
979,24.308,11.029,15.247,0.0
980,23.436,10.399,16.687,0.0
981,23.436,10.399,16.687,0.0
982,23.436,10.399,16.687,0.0
983,24.374,0.98,16.001,0.0
984,24.374,0.98,16.001,0.0
985,24.056,0.9616,15.782,0.0
986,2.335,13.279,15.306,0.0
987,2.335,13.279,15.306,0.0
988,2.335,13.279,15.306,0.0
989,22.439,12.636,14.721,0.0
990,22.439,12.636,14.721,0.0
991,22.439,12.636,14.721,0.0
992,21.447,11.977,14.124,0.0
993,21.447,11.977,14.124,0.0
994,21.447,11.977,14.124,0.0
995,20.521,11.405,1.361,0.0
996,20.521,11.405,1.361,0.0
997,20.521,11.405,1.361,0.0
998,19.922,11.062,13.301,0.0
999,1.929,33.505,14.847,22.0
1000,1.929,33.505,14.847,22.0
1001,1.929,33.505,14.847,22.0
1002,18.341,24.207,14.253,22.0
1003,18.341,24.207,14.253,22.0
1004,18.048,16.955,14.095,0.0
1005,17.433,16.529,13.786,0.0
1006,17.433,16.529,13.786,0.0
1007,17.433,16.529,13.786,0.0
1008,16.819,16.169,1.602,0.0
1009,16.493,22.992,15.776,22.0
1010,16.493,22.992,15.776,22.0
1011,19.279,22.614,1.541,22.0
1012,18.954,15.407,15.246,0.0
1013,18.954,15.407,15.246,0.0
1014,18.341,1.503,14.928,0.0
1015,17.992,21.763,14.736,22.0
1016,17.992,21.763,14.736,22.0
1017,17.124,14.289,14.148,0.0
1018,17.124,14.289,14.148,0.0
1019,17.124,14.289,14.148,0.0
1020,16.163,20.492,13.397,22.0
1021,16.163,20.492,13.397,22.0
1022,16.163,20.492,13.397,22.0
1023,15.263,19.814,12.765,22.0
1024,15.263,19.814,12.765,22.0
1025,15.263,19.814,12.765,22.0
1026,19.241,12.584,12.336,0.0
1027,19.241,12.584,12.336,0.0
1028,18.939,12.381,12.202,0.0
1029,18.233,18.438,13.655,22.0
1030,18.233,18.438,13.655,22.0
1031,18.233,18.438,13.655,22.0
1032,17.565,17.923,13.102,22.0
1033,17.269,17.656,12.878,22.0
1034,17.269,17.656,12.878,22.0
1035,16.992,11.168,12.677,0.0
1036,22.128,10.739,12.302,0.0
1037,22.128,10.739,12.302,0.0
1038,21.814,10.569,12.088,0.0
1039,21.077,16.087,11.603,0.0
1040,21.077,16.087,11.603,0.0
1041,21.077,16.087,11.603,0.0
1042,20.146,15.425,11.034,0.0
1043,20.146,15.425,11.034,0.0
1044,20.146,15.425,11.034,0.0
1045,19.213,14.792,10.518,0.0
1046,19.213,14.792,10.518,0.0
1047,18.903,14.589,13.503,0.0
1048,18.903,14.589,13.503,0.0
1049,18.214,14.153,12.893,0.0
1050,18.214,14.153,12.893,0.0
1051,17.333,13.627,12.127,0.0
1052,17.333,13.627,12.127,0.0
1053,17.333,13.627,12.127,0.0
1054,16.426,19.057,11.359,22.0
1055,16.426,19.057,11.359,22.0
1056,15.782,18.526,10.857,22.0
1057,15.496,18.243,10.662,22.0
1058,15.496,18.243,10.662,22.0
1059,15.496,18.243,10.662,22.0
1060,20.797,11.886,10.236,0.0
1061,20.797,11.886,10.236,0.0
1062,20.797,11.886,10.236,0.0
1063,1.998,11.351,0.9823,0.0
1064,1.998,11.351,0.9823,0.0
1065,19.659,16.477,1.378,0.0
1066,19.034,15.975,13.231,0.0
1067,19.034,15.975,13.231,0.0
1068,19.034,15.975,13.231,0.0
1069,18.161,15.291,12.477,0.0
1070,18.161,15.291,12.477,0.0
1071,18.161,15.291,12.477,0.0
1072,17.295,14.635,1.175,0.0
1073,17.295,14.635,1.175,0.0
1074,17.295,14.635,1.175,0.0
1075,22.698,13.966,11.006,0.0
1076,22.698,13.966,11.006,0.0
1077,22.079,13.561,10.552,0.0
1078,21.799,13.383,10.353,0.0
1079,21.799,13.383,10.353,0.0
1080,21.173,1.3,0.9924,0.0
1081,20.871,12.822,0.9725,0.0
1082,20.871,12.822,0.9725,0.0
1083,20.871,12.822,0.9725,0.0
1084,19.932,17.555,0.9148,0.0
1085,19.932,17.555,0.9148,0.0
1086,19.932,17.555,0.9148,0.0
1087,19.017,16.849,12.972,0.0
1088,19.017,16.849,12.972,0.0
1089,19.017,16.849,12.972,0.0
1090,18.075,16.145,12.132,0.0
1091,18.075,16.145,12.132,0.0
1092,17.773,15.925,11.867,0.0
1093,17.127,15.465,11.307,0.0
1094,17.127,15.465,11.307,0.0
1095,17.127,15.465,11.307,0.0
1096,16.157,14.803,10.491,0.0
1097,16.157,14.803,10.491,0.0
1098,16.157,14.803,10.491,0.0
1099,15.192,14.182,0.9712,0.0
1100,15.192,14.182,0.9712,0.0
1101,15.192,14.182,0.9712,0.0
1102,20.654,13.638,0.9018,0.0
1103,20.654,13.638,0.9018,0.0
1104,20.654,13.638,0.9018,0.0
1105,19.746,23.068,0.8416,22.0
1106,19.746,23.068,0.8416,22.0
1107,19.746,23.068,0.8416,22.0
1108,18.934,17.545,12.708,0.0
1109,18.934,17.545,12.708,0.0
1110,18.934,17.545,12.708,0.0
1111,18.114,21.922,11.995,22.0
1112,18.114,21.922,11.995,22.0
1113,18.114,21.922,11.995,22.0
1114,19.571,16.396,11.334,0.0
1115,19.571,16.396,11.334,0.0
1116,19.571,16.396,11.334,0.0
1117,19.219,21.067,11.068,22.0
1118,18.468,20.636,1.052,22.0
1119,18.468,20.636,1.052,22.0
1120,18.468,20.636,1.052,22.0
1121,17.643,15.146,10.117,0.0
1122,17.643,15.146,10.117,0.0
1123,20.102,14.744,15.192,0.0
1124,19.795,1.928,14.953,0.0
1125,19.795,1.928,14.953,0.0
1126,19.167,18.904,14.472,0.0
1127,18.853,18.721,14.236,0.0
1128,18.853,18.721,14.236,0.0
1129,18.511,18.526,13.982,22.0
1130,17.851,18.162,13.505,22.0
1131,17.851,18.162,13.505,22.0
1132,17.851,18.162,13.505,22.0
1133,17.009,17.437,13.096,22.0
1134,17.009,17.437,13.096,22.0
1135,17.009,17.437,13.096,22.0
1136,19.816,16.714,13.863,0.0
1137,19.816,16.714,13.863,0.0
1138,19.816,16.714,13.863,0.0
1139,18.937,16.008,13.295,0.0
1140,18.937,16.008,13.295,0.0
1141,18.937,16.008,13.295,0.0
1142,17.974,15.393,12.646,0.0
1143,17.974,15.393,12.646,0.0
1144,17.664,15.204,12.447,0.0
1145,17.016,14.822,12.047,0.0
1146,17.016,14.822,12.047,0.0
1147,17.016,14.822,12.047,0.0
1148,16.126,18.544,11.542,22.0
1149,16.126,18.544,11.542,22.0
1150,15.798,18.325,12.823,22.0
1151,18.946,17.703,12.406,0.0
1152,18.946,17.703,12.406,0.0
1153,18.946,17.703,12.406,0.0
1154,18.125,17.035,11.888,0.0
1155,18.125,17.035,11.888,0.0
1156,17.802,16.813,11.676,0.0
1157,17.132,16.364,11.255,0.0
1158,17.132,16.364,11.255,0.0
1159,17.132,16.364,11.255,0.0
1160,20.268,15.762,10.715,0.0
1161,20.268,15.762,10.715,0.0
1162,19.903,15.551,1.249,0.0
1163,19.275,15.202,11.992,0.0
1164,19.275,15.202,11.992,0.0
1165,19.275,15.202,11.992,0.0
1166,18.678,18.831,11.531,22.0
1167,18.033,18.408,1.105,22.0
1168,18.033,18.408,1.105,22.0
1169,18.033,18.408,1.105,22.0
1170,2.831,17.594,10.637,0.0
1171,2.831,17.594,10.637,0.0
1172,28.029,17.278,10.546,0.0
1173,28.029,17.278,10.546,0.0
1174,2.872,1.684,12.705,0.0
1175,2.872,1.684,12.705,0.0
1176,27.825,16.214,11.994,0.0
1177,27.825,16.214,11.994,0.0
1178,27.825,16.214,11.994,0.0
1179,29.975,15.635,11.334,0.0
1180,29.975,15.635,11.334,0.0
1181,29.975,15.635,11.334,0.0
1182,29.063,15.075,10.695,0.0
1183,29.063,15.075,10.695,0.0
1184,2.876,14.897,10.493,0.0
1185,28.103,15.626,10.077,0.0
1186,28.103,15.626,10.077,0.0
1187,27.757,15.316,0.987,0.0
1188,27.117,14.749,0.9513,0.0
1189,27.117,14.749,0.9513,0.0
1190,27.117,14.749,0.9513,0.0
1191,26.233,1.398,11.447,0.0
1192,26.233,1.398,11.447,0.0
1193,26.233,1.398,11.447,0.0
1194,27.723,13.184,10.695,0.0
1195,27.723,13.184,10.695,0.0
1196,27.723,13.184,10.695,0.0
1197,26.797,12.479,10.045,0.0
1198,26.797,12.479,10.045,0.0
1199,26.797,12.479,10.045,0.0
1200,25.846,11.787,0.9426,0.0
1201,25.846,11.787,0.9426,0.0
1202,25.504,11.548,0.9218,0.0
1203,24.867,11.118,0.8853,0.0
1204,24.867,11.118,0.8853,0.0
1205,24.867,11.118,0.8853,0.0
1206,23.925,10.521,14.969,0.0
1207,23.925,10.521,14.969,0.0
1208,23.925,10.521,14.969,0.0
1209,23.002,0.999,14.386,0.0
1210,23.002,0.999,14.386,0.0
1211,23.002,0.999,14.386,0.0
1212,22.017,13.097,13.808,0.0
1213,22.017,13.097,13.808,0.0
1214,21.401,12.661,13.471,0.0
1215,21.092,12.448,13.309,0.0
1216,21.092,12.448,13.309,0.0
1217,20.732,12.206,15.519,0.0
1218,20.017,11.743,14.997,0.0
1219,20.017,11.743,14.997,0.0
1220,20.017,11.743,14.997,0.0
1221,19.055,11.164,14.323,0.0
1222,19.055,11.164,14.323,0.0
1223,18.383,14.534,13.873,0.0
1224,18.383,14.534,13.873,0.0
1225,18.383,14.534,13.873,0.0
1226,17.427,13.842,13.267,0.0
1227,17.427,13.842,13.267,0.0
1228,17.134,13.637,1.309,0.0
1229,16.451,13.171,12.695,0.0
1230,16.451,13.171,12.695,0.0
1231,16.451,13.171,12.695,0.0
1232,15.555,12.593,1.467,0.0
1233,15.555,12.593,1.467,0.0
1234,15.555,12.593,1.467,0.0
1235,14.701,12.081,14.024,0.0
1236,14.701,12.081,14.024,0.0
1237,14.701,12.081,14.024,0.0
1238,13.813,18.607,13.379,22.0
1239,13.813,18.607,13.379,22.0
1240,13.813,18.607,13.379,22.0
1241,12.946,17.962,12.875,22.0
1242,12.946,17.962,12.875,22.0
1243,12.946,17.962,12.875,22.0
1244,16.704,17.209,12.258,22.0
1245,16.704,17.209,12.258,22.0
1246,16.704,17.209,12.258,22.0
1247,24.475,0.9443,11.648,0.0
1248,24.475,0.9443,11.648,0.0
1249,24.475,0.9443,11.648,0.0
1250,23.491,1.55,11.022,0.0
1251,23.491,1.55,11.022,0.0
1252,23.491,1.55,11.022,0.0
1253,22.561,1.491,10.403,0.0
1254,22.561,1.491,10.403,0.0
1255,22.561,1.491,10.403,0.0
1256,21.586,14.333,0.981,0.0
1257,21.586,14.333,0.981,0.0
1258,21.586,14.333,0.981,0.0
1259,2.06,16.414,12.853,0.0
1260,2.06,16.414,12.853,0.0
1261,20.244,16.149,12.586,0.0
1262,19.621,15.697,12.131,0.0
1263,19.621,15.697,12.131,0.0
1264,19.621,15.697,12.131,0.0
1265,18.705,15.055,11.492,0.0
1266,18.705,15.055,11.492,0.0
1267,18.705,15.055,11.492,0.0
1268,17.739,14.413,10.867,0.0
1269,17.739,14.413,10.867,0.0
1270,17.739,14.413,10.867,0.0
1271,1.681,13.833,10.319,0.0
1272,1.681,13.833,10.319,0.0
1273,1.681,13.833,10.319,0.0
1274,15.901,13.308,13.317,0.0
1275,15.901,13.308,13.317,0.0
1276,15.901,13.308,13.317,0.0
1277,14.988,15.343,12.646,22.0
1278,14.988,15.343,12.646,22.0
1279,14.988,15.343,12.646,22.0
1280,19.062,14.581,1.218,0.0
1281,19.062,14.581,1.218,0.0
1282,19.062,14.581,1.218,0.0
1283,23.118,13.814,13.377,0.0
1284,23.118,13.814,13.377,0.0
1285,22.781,13.554,13.061,0.0
1286,22.781,13.554,13.061,0.0
1287,27.095,13.089,1.249,0.0
1288,27.095,13.089,1.249,0.0
1289,27.095,13.089,1.249,0.0
1290,27.095,13.089,1.249,0.0
1291,27.095,13.089,1.249,0.0
1292,27.095,13.089,1.249,0.0
1293,27.095,13.089,1.249,0.0
1294,27.095,13.089,1.249,0.0
1295,27.095,13.089,1.249,0.0
1296,27.095,13.089,1.249,0.0
1297,27.095,13.089,1.249,0.0
1298,27.095,13.089,1.249,0.0
1299,27.095,13.089,1.249,0.0
1300,27.095,13.089,1.249,0.0
1301,27.095,13.089,1.249,0.0
1302,27.095,13.089,1.249,0.0
1303,27.095,13.089,1.249,0.0
1304,27.095,13.089,1.249,0.0
1305,27.095,13.089,1.249,0.0
1306,27.095,13.089,1.249,0.0
1307,27.095,13.089,1.249,0.0
1308,27.095,13.089,1.249,0.0
1309,27.095,13.089,1.249,0.0
1310,27.095,13.089,1.249,0.0
1311,27.095,13.089,1.249,0.0
1312,27.095,13.089,1.249,0.0
1313,27.095,13.089,1.249,0.0
1314,27.095,13.089,1.249,0.0
1315,27.095,13.089,1.249,0.0
1316,27.095,13.089,1.249,0.0
1317,27.095,13.089,1.249,0.0
1318,27.095,13.089,1.249,0.0
1319,27.095,13.089,1.249,0.0
1320,27.095,13.089,1.249,0.0
1321,27.095,13.089,1.249,0.0
1322,27.095,13.089,1.249,0.0
1323,27.095,13.089,1.249,0.0
1324,27.095,13.089,1.249,0.0
1325,27.095,13.089,1.249,0.0
1326,27.095,13.089,1.249,0.0
1327,27.095,13.089,1.249,0.0
1328,27.095,13.089,1.249,0.0
1329,27.095,13.089,1.249,0.0
1330,27.095,13.089,1.249,0.0
1331,27.095,13.089,1.249,0.0
1332,27.095,13.089,1.249,0.0
1333,27.095,13.089,1.249,0.0
1334,27.095,13.089,1.249,0.0
1335,27.095,13.089,1.249,0.0
1336,27.095,13.089,1.249,0.0
1337,27.095,13.089,1.249,0.0
1338,27.095,13.089,1.249,0.0
1339,27.095,13.089,1.249,0.0
1340,27.095,13.089,1.249,0.0
1341,27.095,13.089,1.249,0.0
1342,27.095,13.089,1.249,0.0
1343,27.095,13.089,1.249,0.0
1344,27.095,13.089,1.249,0.0
1345,27.095,13.089,1.249,0.0
1346,27.095,13.089,1.249,0.0
1347,27.095,13.089,1.249,0.0
1348,27.095,13.089,1.249,0.0
1349,27.095,13.089,1.249,0.0
1350,27.095,13.089,1.249,0.0
1351,27.095,13.089,1.249,0.0
1352,27.095,13.089,1.249,0.0
1353,27.095,13.089,1.249,0.0
1354,27.095,13.089,1.249,0.0
1355,27.095,13.089,1.249,0.0
1356,27.095,13.089,1.249,0.0
1357,27.095,13.089,1.249,0.0
1358,27.095,13.089,1.249,0.0
1359,27.095,13.089,1.249,0.0
1360,27.095,13.089,1.249,0.0
1361,27.095,13.089,1.249,0.0
1362,27.095,13.089,1.249,0.0
1363,27.095,13.089,1.249,0.0
1364,27.095,13.089,1.249,0.0
1365,27.095,13.089,1.249,0.0
1366,27.095,13.089,1.249,0.0
1367,27.095,13.089,1.249,0.0
1368,27.095,13.089,1.249,0.0
1369,27.095,13.089,1.249,0.0
1370,27.095,13.089,1.249,0.0
1371,27.095,13.089,1.249,0.0
1372,27.095,13.089,1.249,0.0
1373,27.095,13.089,1.249,0.0
1374,27.095,13.089,1.249,0.0
1375,27.095,13.089,1.249,0.0
1376,27.095,13.089,1.249,0.0
1377,27.095,13.089,1.249,0.0
1378,27.095,13.089,1.249,0.0
1379,27.095,13.089,1.249,0.0
1380,27.095,13.089,1.249,0.0
1381,27.095,13.089,1.249,0.0
1382,27.095,13.089,1.249,0.0
1383,27.095,13.089,1.249,0.0
1384,27.095,13.089,1.249,0.0
1385,27.095,13.089,1.249,0.0
1386,27.095,13.089,1.249,0.0
1387,27.095,13.089,1.249,0.0
1388,27.095,13.089,1.249,0.0
1389,27.095,13.089,1.249,0.0
1390,27.095,13.089,1.249,0.0
1391,27.095,13.089,1.249,0.0
1392,27.095,13.089,1.249,0.0
1393,27.095,13.089,1.249,0.0
1394,27.095,13.089,1.249,0.0
1395,27.095,13.089,1.249,0.0
1396,27.095,13.089,1.249,0.0
1397,27.095,13.089,1.249,0.0
1398,27.095,13.089,1.249,0.0
1399,27.095,13.089,1.249,0.0
1400,27.095,13.089,1.249,0.0
1401,27.095,13.089,1.249,0.0
1402,27.095,13.089,1.249,0.0
1403,27.095,13.089,1.249,0.0
1404,27.095,13.089,1.249,0.0
1405,27.095,13.089,1.249,0.0
1406,27.095,13.089,1.249,0.0
1407,27.095,13.089,1.249,0.0
1408,27.095,13.089,1.249,0.0
1409,27.095,13.089,1.249,0.0
1410,27.095,13.089,1.249,0.0
1411,27.095,13.089,1.249,0.0
1412,27.095,13.089,1.249,0.0
1413,27.095,13.089,1.249,0.0
1414,27.095,13.089,1.249,0.0
1415,27.095,13.089,1.249,0.0
1416,27.095,13.089,1.249,0.0
1417,27.095,13.089,1.249,0.0
1418,27.095,13.089,1.249,0.0
1419,27.095,13.089,1.249,0.0
1420,27.095,13.089,1.249,0.0
1421,27.095,13.089,1.249,0.0
1422,27.095,13.089,1.249,0.0
1423,27.095,13.089,1.249,0.0
1424,27.095,13.089,1.249,0.0
1425,27.095,13.089,1.249,0.0
1426,27.095,13.089,1.249,0.0
1427,27.095,13.089,1.249,0.0
1428,27.095,13.089,1.249,0.0
1429,27.095,13.089,1.249,0.0
1430,27.095,13.089,1.249,0.0
1431,27.095,13.089,1.249,0.0
1432,27.095,13.089,1.249,0.0
1433,27.095,13.089,1.249,0.0
1434,27.095,13.089,1.249,0.0
1435,27.095,13.089,1.249,0.0
1436,27.095,13.089,1.249,0.0
1437,27.095,13.089,1.249,0.0
1438,27.095,13.089,1.249,0.0
1439,27.095,13.089,1.249,0.0
1440,27.095,13.089,1.249,0.0
1441,27.095,13.089,1.249,0.0
1442,27.095,13.089,1.249,0.0
1443,27.095,13.089,1.249,0.0
1444,27.095,13.089,1.249,0.0
1445,27.095,13.089,1.249,0.0
1446,27.095,13.089,1.249,0.0
1447,27.095,13.089,1.249,0.0
1448,27.095,13.089,1.249,0.0
1449,27.095,13.089,1.249,0.0
1450,27.095,13.089,1.249,0.0
1451,27.095,13.089,1.249,0.0
1452,27.095,13.089,1.249,0.0
1453,27.095,13.089,1.249,0.0
1454,27.095,13.089,1.249,0.0
1455,27.095,13.089,1.249,0.0
1456,27.095,13.089,1.249,0.0
1457,27.095,13.089,1.249,0.0
1458,27.095,13.089,1.249,0.0
1459,27.095,13.089,1.249,0.0
1460,27.095,13.089,1.249,0.0
1461,27.095,13.089,1.249,0.0
1462,27.095,13.089,1.249,0.0
1463,27.095,13.089,1.249,0.0
1464,27.095,13.089,1.249,0.0
1465,27.095,13.089,1.249,0.0
1466,27.095,13.089,1.249,0.0
1467,27.095,13.089,1.249,0.0
1468,27.095,13.089,1.249,0.0
1469,27.095,13.089,1.249,0.0
1470,27.095,13.089,1.249,0.0
1471,27.095,13.089,1.249,0.0
1472,27.095,13.089,1.249,0.0
1473,27.095,13.089,1.249,0.0
1474,27.095,13.089,1.249,0.0
1475,27.095,13.089,1.249,0.0
1476,27.095,13.089,1.249,0.0
1477,27.095,13.089,1.249,0.0
1478,27.095,13.089,1.249,0.0
1479,27.095,13.089,1.249,0.0
1480,27.095,13.089,1.249,0.0
1481,27.095,13.089,1.249,0.0
1482,27.095,13.089,1.249,0.0
1483,27.095,13.089,1.249,0.0
1484,27.095,13.089,1.249,0.0
1485,27.095,13.089,1.249,0.0
1486,27.095,13.089,1.249,0.0
1487,27.095,13.089,1.249,0.0
1488,27.095,13.089,1.249,0.0
1489,27.095,13.089,1.249,0.0
1490,27.095,13.089,1.249,0.0
1491,27.095,13.089,1.249,0.0
1492,27.095,13.089,1.249,0.0
1493,27.095,13.089,1.249,0.0
1494,27.095,13.089,1.249,0.0
1495,27.095,13.089,1.249,0.0
1496,27.095,13.089,1.249,0.0
1497,27.095,13.089,1.249,0.0
1498,27.095,13.089,1.249,0.0
1499,27.095,13.089,1.249,0.0
1500,27.095,13.089,1.249,0.0
1501,27.095,13.089,1.249,0.0
1502,27.095,13.089,1.249,0.0
1503,27.095,13.089,1.249,0.0
