,dist1,dist2,dist3,angle
687,18.806,13.963,13.597,0.0
688,18.806,13.963,13.597,0.0
689,18.806,13.963,13.597,0.0
690,17.858,13.364,12.775,0.0
691,17.858,13.364,12.775,0.0
692,17.858,13.364,12.775,0.0
693,16.881,12.794,11.951,0.0
694,16.881,12.794,11.951,0.0
695,16.274,18.415,11.452,22.0
696,15.985,18.205,11.219,22.0
697,15.985,18.205,11.219,22.0
698,15.706,17.932,11.028,22.0
699,21.047,17.305,10.658,0.0
700,21.047,17.305,10.658,0.0
701,2.046,16.789,10.343,0.0
702,20.135,1.654,10.155,0.0
703,20.135,1.654,10.155,0.0
704,19.567,16.111,0.9845,0.0
705,19.245,15.873,13.493,0.0
706,19.245,15.873,13.493,0.0
707,18.601,15.405,12.922,0.0
708,18.263,15.165,12.626,0.0
709,18.263,15.165,12.626,0.0
710,18.263,15.165,12.626,0.0
711,17.331,14.525,11.823,0.0
712,17.331,14.525,11.823,0.0
713,1.675,14.145,11.335,0.0
714,16.415,13.933,11.059,0.0
715,16.415,13.933,11.059,0.0
716,15.772,1.354,10.539,0.0
717,15.458,13.357,10.291,0.0
718,15.458,13.357,10.291,0.0
719,15.458,13.357,10.291,0.0
720,14.587,23.206,0.9627,22.0
721,14.587,23.206,0.9627,22.0
722,20.233,22.753,0.9279,22.0
723,19.918,2.246,0.9132,22.0
724,19.918,2.246,0.9132,22.0
725,1.924,16.717,1.321,0.0
726,21.088,16.441,12.936,0.0
727,21.088,16.441,12.936,0.0
728,21.088,16.441,12.936,0.0
729,20.159,15.926,12.197,0.0
730,20.159,15.926,12.197,0.0
731,19.516,20.264,11.702,22.0
732,1.92,20.031,11.465,22.0
733,1.92,20.031,11.465,22.0
734,18.616,19.479,1.112,22.0
735,1.832,19.191,1.096,22.0
736,1.832,19.191,1.096,22.0
737,18.012,14.565,10.806,0.0
738,20.173,14.051,15.629,0.0
739,20.173,14.051,15.629,0.0
740,19.592,17.718,15.191,0.0
741,19.296,17.476,14.973,0.0
742,19.296,17.476,14.973,0.0
743,18.672,16.971,1.452,0.0
744,18.338,16.705,14.284,0.0
745,18.338,16.705,14.284,0.0
746,18.036,16.466,14.073,0.0
747,17.382,15.956,13.631,0.0
748,17.382,15.956,13.631,0.0
749,16.724,15.456,13.204,0.0
750,16.406,15.218,13.006,0.0
751,16.406,15.218,13.006,0.0
752,15.775,14.756,12.627,0.0
753,15.466,14.535,1.245,0.0
754,15.466,14.535,1.245,0.0
755,15.167,14.325,12.284,0.0
756,14.495,13.864,12.297,0.0
757,14.495,13.864,12.297,0.0
758,14.495,13.864,12.297,0.0
759,13.604,13.283,11.566,0.0
760,13.604,13.283,11.566,0.0
761,13.254,13.066,11.287,0.0
